Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,Tissue,Library Name,geo_loc_name_country,geo_loc_name_country_continent,BioSampleModel,geo_loc_name,Cultivar,AGE,dev_stage,source_name,Biomaterial_provider,GEO_Accession (exp),AssemblyName,alignment_software (exp),individual,batch_of_trees,gene_perturbation_type,drought_treatment,molecule_subtype,type,Collection_Date,lat_lon,BIOME,estimated_size,feature,isol_growth_condt,material,num_replicons,ploidy,propagation,ref_biomaterial,Run_ID (run),nominal_length (run),isolate,env_package,investigation_type,project_name,Strain,ecotype,replicate,Broker_name,developmental_stage,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,organism_part,sample_name,SRA_accession,Title,Alias,ena_checklist,organism,Treatment,isolation_source,Host,description,Cell_type,collected_by,sample_type,Genotype,overexpressed_gene,transfection_time,days_after_drought_treatment,genetic_background,plant_strain,symbiotic_status,days_after_bending_treatment,Biological.Replicate,Cell_Line,culture_collection,disease,disease_stage,growth_protocol,height_or_length,phenotype,population,sex,Specimen_voucher,Temp,time_of_contact,transfected_genes,fungal_strain,pt_clone,common_name,ena_first_public,ena_last_update,external_id,Geographic_location,growth_condition,Submitter_Id,accession,lb_strain,gender,innoculant,label
SRR3207717,RNA-Seq,68,446992696,PRJNA314500,SAMN04536094,300985680,GEO,public,"fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX1616508,Illumina Genome Analyzer IIx,SINGLE,cDNA,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-03-09T00:00:00Z,GSM2081676,SRP071226,Stem differentiating xylem,,,,,,,,,Stem differentiating xylem,,GSM2081676,,,,NSF1,overexpression of CAD2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3207718,RNA-Seq,68,450068540,PRJNA314500,SAMN04536095,301915921,GEO,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX1616509,Illumina Genome Analyzer IIx,SINGLE,cDNA,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-03-09T00:00:00Z,GSM2081677,SRP071226,Stem differentiating xylem,,,,,,,,,Stem differentiating xylem,,GSM2081677,,,,NSF1,overexpression of CAD2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3207719,RNA-Seq,68,404452916,PRJNA314500,SAMN04536096,265668389,GEO,public,"fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX1616510,Illumina Genome Analyzer IIx,SINGLE,cDNA,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-03-09T00:00:00Z,GSM2081678,SRP071226,Stem differentiating xylem,,,,,,,,,Stem differentiating xylem,,GSM2081678,,,,NSF1,wild type control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3207720,RNA-Seq,68,404910624,PRJNA314500,SAMN04535869,265387509,GEO,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX1616511,Illumina Genome Analyzer IIx,SINGLE,cDNA,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-03-09T00:00:00Z,GSM2081679,SRP071226,Stem differentiating xylem,,,,,,,,,Stem differentiating xylem,,GSM2081679,,,,NSF1,wild type control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3207721,RNA-Seq,68,379971488,PRJNA314500,SAMN04535870,248275620,GEO,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX1616512,Illumina Genome Analyzer IIx,SINGLE,cDNA,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-03-09T00:00:00Z,GSM2081680,SRP071226,Stem differentiating xylem,,,,,,,,,Stem differentiating xylem,,GSM2081680,,,,NSF1,wild type control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3207722,RNA-Seq,100,2245446200,PRJNA314500,SAMN04535871,1446454376,GEO,public,"unknown_contigs,sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX1616513,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-03-09T00:00:00Z,GSM2081681,SRP071226,Stem differentiating xylem,,,,,,,,,Stem differentiating xylem,,GSM2081681,,,,NSF2,knockdown of PAL4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3207723,RNA-Seq,100,1920065700,PRJNA314500,SAMN04535872,1237655068,GEO,public,"unknown_contigs,sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX1616514,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-03-09T00:00:00Z,GSM2081682,SRP071226,Stem differentiating xylem,,,,,,,,,Stem differentiating xylem,,GSM2081682,,,,NSF2,knockdown of PAL4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3207724,RNA-Seq,100,2945284800,PRJNA314500,SAMN04535873,1891536542,GEO,public,"unknown_contigs,fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX1616515,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-03-09T00:00:00Z,GSM2081683,SRP071226,Stem differentiating xylem,,,,,,,,,Stem differentiating xylem,,GSM2081683,,,,NSF2,knockdown of PAL4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3207725,RNA-Seq,68,190360424,PRJNA314500,SAMN04535874,125261945,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1616516,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-03-09T00:00:00Z,GSM2081684,SRP071226,Stem differentiating xylem,,,,,,,,,Stem differentiating xylem,,GSM2081684,,,,NSF2,knockdown of LIM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3207726,RNA-Seq,68,351477040,PRJNA314500,SAMN04535875,224920052,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1616517,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-03-09T00:00:00Z,GSM2081685,SRP071226,Stem differentiating xylem,,,,,,,,,Stem differentiating xylem,,GSM2081685,,,,NSF2,knockdown of LIM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3207727,RNA-Seq,68,647427320,PRJNA314500,SAMN04535876,412789334,GEO,public,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX1616518,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-03-09T00:00:00Z,GSM2081686,SRP071226,Stem differentiating xylem,,,,,,,,,Stem differentiating xylem,,GSM2081686,,,,NSF2,knockdown of LIM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3207728,RNA-Seq,68,197479276,PRJNA314500,SAMN04535877,130487324,GEO,public,"sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX1616519,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-03-09T00:00:00Z,GSM2081687,SRP071226,Stem differentiating xylem,,,,,,,,,Stem differentiating xylem,,GSM2081687,,,,NSF2,knockdown of LIM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3207729,RNA-Seq,68,256876324,PRJNA314500,SAMN04535878,166173211,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX1616520,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-03-09T00:00:00Z,GSM2081688,SRP071226,Stem differentiating xylem,,,,,,,,,Stem differentiating xylem,,GSM2081688,,,,NSF2,knockdown of LIM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3207730,RNA-Seq,68,339648984,PRJNA314500,SAMN04535879,218085983,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX1616521,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-03-09T00:00:00Z,GSM2081689,SRP071226,Stem differentiating xylem,,,,,,,,,Stem differentiating xylem,,GSM2081689,,,,NSF2,knockdown of LIM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3207731,RNA-Seq,68,361025804,PRJNA314500,SAMN04535880,231287079,GEO,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX1616522,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-03-09T00:00:00Z,GSM2081690,SRP071226,Stem differentiating xylem,,,,,,,,,Stem differentiating xylem,,GSM2081690,,,,NSF2,knockdown of LIM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3207732,RNA-Seq,68,470452628,PRJNA314500,SAMN04535881,299751260,GEO,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX1616523,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-03-09T00:00:00Z,GSM2081691,SRP071226,Stem differentiating xylem,,,,,,,,,Stem differentiating xylem,,GSM2081691,,,,NSF2,knockdown of LIM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3207733,RNA-Seq,68,516670392,PRJNA314500,SAMN04535882,333295956,GEO,public,"sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1616524,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-03-09T00:00:00Z,GSM2081692,SRP071226,Stem differentiating xylem,,,,,,,,,Stem differentiating xylem,,GSM2081692,,,,NSF2,knockdown of LIM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3207734,RNA-Seq,68,354804280,PRJNA314500,SAMN04535883,238598450,GEO,public,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX1616525,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-03-09T00:00:00Z,GSM2081693,SRP071226,Stem differentiating xylem,,,,,,,,,Stem differentiating xylem,,GSM2081693,,,,NSF2,knockdown of LIM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3207735,RNA-Seq,68,511639412,PRJNA314500,SAMN04535884,342965809,GEO,public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX1616526,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-03-09T00:00:00Z,GSM2081694,SRP071226,Stem differentiating xylem,,,,,,,,,Stem differentiating xylem,,GSM2081694,,,,NSF2,knockdown of LIM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3207736,RNA-Seq,68,981287396,PRJNA314500,SAMN04535885,654454192,GEO,public,"sra,unknown_contigs,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX1616527,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-03-09T00:00:00Z,GSM2081695,SRP071226,Stem differentiating xylem,,,,,,,,,Stem differentiating xylem,,GSM2081695,,,,NSF2,knockdown of LIM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3207737,RNA-Seq,68,306007072,PRJNA314500,SAMN04535886,198668721,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX1616528,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-03-09T00:00:00Z,GSM2081696,SRP071226,Stem differentiating xylem,,,,,,,,,Stem differentiating xylem,,GSM2081696,,,,NSF2,knockdown of LIM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3207738,RNA-Seq,68,607306708,PRJNA314500,SAMN04535887,391815117,GEO,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX1616529,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-03-09T00:00:00Z,GSM2081697,SRP071226,Stem differentiating xylem,,,,,,,,,Stem differentiating xylem,,GSM2081697,,,,NSF2,knockdown of LIM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3207739,RNA-Seq,68,584773412,PRJNA314500,SAMN04535888,376809425,GEO,public,"fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX1616530,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-03-09T00:00:00Z,GSM2081698,SRP071226,Stem differentiating xylem,,,,,,,,,Stem differentiating xylem,,GSM2081698,,,,NSF2,knockdown of LIM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3207740,RNA-Seq,68,269028400,PRJNA314500,SAMN04535889,183627370,GEO,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX1616531,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-03-09T00:00:00Z,GSM2081699,SRP071226,Stem differentiating xylem,,,,,,,,,Stem differentiating xylem,,GSM2081699,,,,NSF2,knockdown of LIM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3207741,RNA-Seq,68,446500784,PRJNA314500,SAMN04535890,299075325,GEO,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX1616532,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-03-09T00:00:00Z,GSM2081700,SRP071226,Stem differentiating xylem,,,,,,,,,Stem differentiating xylem,,GSM2081700,,,,NSF2,knockdown of LIM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3207742,RNA-Seq,68,363563700,PRJNA314500,SAMN04535891,243662218,GEO,public,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1616533,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-03-09T00:00:00Z,GSM2081701,SRP071226,Stem differentiating xylem,,,,,,,,,Stem differentiating xylem,,GSM2081701,,,,NSF2,knockdown of LIM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3207743,RNA-Seq,100,3206942500,PRJNA314500,SAMN04535892,2067582394,GEO,public,"unknown_contigs,fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX1616534,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-03-09T00:00:00Z,GSM2081702,SRP071226,Stem differentiating xylem,,,,,,,,,Stem differentiating xylem,,GSM2081702,,,,NSF2,knockdown of PAL5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3207744,RNA-Seq,68,284259312,PRJNA314500,SAMN04535893,191670165,GEO,public,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX1616535,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-03-09T00:00:00Z,GSM2081703,SRP071226,Stem differentiating xylem,,,,,,,,,Stem differentiating xylem,,GSM2081703,,,,NSF2,knockdown of MYB167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3207745,RNA-Seq,68,797455992,PRJNA314500,SAMN04535894,534270649,GEO,public,"sra,unknown_contigs,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX1616536,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-03-09T00:00:00Z,GSM2081704,SRP071226,Stem differentiating xylem,,,,,,,,,Stem differentiating xylem,,GSM2081704,,,,NSF2,knockdown of MYB167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3207746,RNA-Seq,68,461996284,PRJNA314500,SAMN04535895,309425758,GEO,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX1616537,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-03-09T00:00:00Z,GSM2081705,SRP071226,Stem differentiating xylem,,,,,,,,,Stem differentiating xylem,,GSM2081705,,,,NSF2,knockdown of MYB167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3207747,RNA-Seq,68,176994004,PRJNA314500,SAMN04535896,118779557,GEO,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX1616538,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-03-09T00:00:00Z,GSM2081706,SRP071226,Stem differentiating xylem,,,,,,,,,Stem differentiating xylem,,GSM2081706,,,,NSF2,knockdown of MYB167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3207748,RNA-Seq,68,213803152,PRJNA314500,SAMN04535897,141538734,GEO,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX1616539,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-03-09T00:00:00Z,GSM2081707,SRP071226,Stem differentiating xylem,,,,,,,,,Stem differentiating xylem,,GSM2081707,,,,NSF2,knockdown of MYB167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3207749,RNA-Seq,68,788367384,PRJNA314500,SAMN04535898,513971538,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX1616540,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-03-09T00:00:00Z,GSM2081708,SRP071226,Stem differentiating xylem,,,,,,,,,Stem differentiating xylem,,GSM2081708,,,,NSF2,knockdown of MYB167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3207750,RNA-Seq,68,1052952392,PRJNA314500,SAMN04536157,688969457,GEO,public,"sra,unknown_contigs,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX1616541,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-03-09T00:00:00Z,GSM2081709,SRP071226,Stem differentiating xylem,,,,,,,,,Stem differentiating xylem,,GSM2081709,,,,NSF2,knockdown of MYB167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3207751,RNA-Seq,68,247769492,PRJNA314500,SAMN04536158,162211938,GEO,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX1616542,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-03-09T00:00:00Z,GSM2081710,SRP071226,Stem differentiating xylem,,,,,,,,,Stem differentiating xylem,,GSM2081710,,,,NSF2,knockdown of MYB167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3207752,RNA-Seq,68,351456504,PRJNA314500,SAMN04536159,229676787,GEO,public,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX1616543,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-03-09T00:00:00Z,GSM2081711,SRP071226,Stem differentiating xylem,,,,,,,,,Stem differentiating xylem,,GSM2081711,,,,NSF2,knockdown of MYB167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3207753,RNA-Seq,67,142550033,PRJNA314500,SAMN04536160,91021683,GEO,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX1616544,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-03-09T00:00:00Z,GSM2081712,SRP071226,Stem differentiating xylem,,,,,,,,,Stem differentiating xylem,,GSM2081712,,,,NSF2,knockdown of MYB090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3207754,RNA-Seq,68,320662160,PRJNA314500,SAMN04536161,191810471,GEO,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX1616545,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-03-09T00:00:00Z,GSM2081713,SRP071226,Stem differentiating xylem,,,,,,,,,Stem differentiating xylem,,GSM2081713,,,,NSF2,knockdown of MYB090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3207755,RNA-Seq,68,692921700,PRJNA314500,SAMN04536162,413783657,GEO,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX1616546,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-03-09T00:00:00Z,GSM2081714,SRP071226,Stem differentiating xylem,,,,,,,,,Stem differentiating xylem,,GSM2081714,,,,NSF2,knockdown of MYB090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3207756,RNA-Seq,68,365188560,PRJNA314500,SAMN04536163,223368751,GEO,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX1616547,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-03-09T00:00:00Z,GSM2081715,SRP071226,Stem differentiating xylem,,,,,,,,,Stem differentiating xylem,,GSM2081715,,,,NSF2,knockdown of MYB090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3207757,RNA-Seq,68,433335168,PRJNA314500,SAMN04536164,261708217,GEO,public,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX1616548,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-03-09T00:00:00Z,GSM2081716,SRP071226,Stem differentiating xylem,,,,,,,,,Stem differentiating xylem,,GSM2081716,,,,NSF2,knockdown of MYB090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
